NRIC,NAME,SURNAME,EMAIL,DateOfBirth,ZIP,Gender,Etnicity,Religion,MaritalStatus,ICD-9
T2593613B,Jalisa,Hogsed,HogseJali@live.gov,1967-02-19,34236,Male,White,Unknown,Married-civ-spouse,250.00
F4096143R,Dillon,Applewhaite,Di@hotmail.com,1965-09-26,32034,Female,White,Unknown,Married-spouse-absent,401.9
S4806296B,Kirk,Bauknight,BauknKi@hotmail.gov,1993-01-19,34972,Male,White,Christian,Separated,V70.0
T9122151I,Brock,Prasek,PrBro@hotmail.com,1976-07-25,33470,Male,Black,,Divorced,272.4
T8694840J,Ashlyn,Ballagas,Ball@gmail.co.uk,1957-03-09,33990,Male,Asian,Unknown,Divorced,272.4
S0805946B,Tate,Nuno,NT@gmail.co.uk,1969-04-02,33142,Female,White,Unknown,Divorced,272.4
S0107200E,Tess,Pena,PenTess@outlook.gov,1979-11-21,34748,Male,White,Unknown,Married-civ-spouse,V58.69
G7972725M,Tyra,Morosco,MoroscoTy@hotmail.gov,1977-06-05,32507,Male,White,,Divorced,272.4
F7343914X,Valerie,Ignowski,IgVa@gmail.com,1973-06-03,34104,Male,White,Unknown,Married-civ-spouse,272.4
G2442727R,Gabrielle,Brumlow,Gabr@gmail.com,1976-09-10,33763,Male,White,Unknown,Married-civ-spouse,530.81
T1036966E,Ashanti,Cianciolo,Ashan@live.com,1968-10-26,33435,Male,White,Unknown,Married-civ-spouse,244.9
F1362229U,Reyna,Demiter,DemReyna@gmail.com,1987-05-07,33576,Female,White,Nonreligious,Never-married,401.9
F5874763R,Brooke,Mccully,MBrooke@live.com,1968-01-18,34607,Male,White,Unknown,Married-civ-spouse,V70.0
T4502506C,Leroy,Dutt,DutLe@gmail.com,1979-08-02,33436,Male,White,,Never-married,427.31
F8849234W,Salina,Valderrama,ValdS@hotmail.co.uk,1997-11-02,32720,Male,White,,Never-married,272.4
T5219266H,Johnathon,Wiedrich,WiJoh@outlook.co.uk,1988-09-16,34232,Female,Black,Unknown,Never-married,250.00
F2174141T,Kirstin,Brunk,BrunKirst@outlook.com,1960-02-11,33010,Male,Black,Unknown,Married-civ-spouse,401.9
G9244178N,Macey,Chauca,ChauMac@live.co.uk,1971-12-16,32765,Male,White,,Divorced,250.00
F5744731K,Bryan,Bruker,BrukeBr@gmail.co.uk,1956-04-17,34465,Male,White,Christian,Married-civ-spouse,250.00
G8415075N,Hayley,Drozdenko,H@gmail.com,1963-01-13,32413,Male,White,Baptist,Married-civ-spouse,401.1
S6183968B,Jon,Heiro,HeiJ@gmail.com,1979-09-16,34736,Male,White,,Married-civ-spouse,272.4
T5880549A,Mason,Hvizdos,HM@live.gov,1985-03-20,32303,Male,White,,Married-civ-spouse,272.4
S0978970G,Philip,Goswick,Go@live.co.uk,1987-07-16,32608,Male,White,Unknown,Married-AF-spouse,401.9
T6333342E,Tricia,Batrich,BTri@hotmail.gov,1985-12-24,34652,Female,White,Unknown,Widowed,427.31
S4873934B,Griffin,Martinelli,MartinelliGr@live.gov,1977-11-26,32162,Male,Black,Unknown,Married-civ-spouse,272.4
T1482202Z,Elliot,Osvaldo,OsvaldElli@outlook.co.uk,1985-05-03,33760,Male,White,Unknown,Married-civ-spouse,V70.0
F8031056X,Eddy,Muske,MuskeE@hotmail.gov,1974-09-26,33196,Male,White,,Married-civ-spouse,311
T2437891H,Kalyn,Tarsis,TarsKa@gmail.com,1999-10-17,32224,Female,White,Other,Never-married,250.00
F0383007K,Stephan,Nanda,@gmail.com,1997-06-02,32162,Female,White,,Never-married,427.31
S0059753H,Maricela,Starkman,StarkmMarice@outlook.gov,1992-05-22,33484,Male,Asian,Nonreligious,Never-married,401.9
S8272362E,Martin,Mcfadyen,@hotmail.gov,1954-10-16,32226,Male,White,Unknown,Married-civ-spouse,427.31
T5697048G,Kylie,Shapino,ShapiKyli@hotmail.co.uk,1982-02-11,32536,Female,White,Unknown,Never-married,244.9
G2858929T,Rogelio,Galimi,GaRo@outlook.gov,1969-01-17,32119,Male,White,Unknown,Married-civ-spouse,401.9
S6572477D,Graciela,Kirson,Grac@hotmail.co.uk,1958-02-06,34668,Female,White,Nonreligious,Never-married,250.00
S4150809D,Tina,Demateo,DemateoTi@hotmail.gov,1993-07-17,34232,Female,White,,Never-married,250.00
S0524284C,Jada,Hennesy,HJada@hotmail.gov,1983-07-09,34952,Female,Black,Nonreligious,Never-married,272.4
T6141904G,Earl,Krehel,KEarl@live.gov,1940-05-26,33469,Male,White,Protestant,Widowed,V70.0
T1083930J,Adan,Firpi,FirpAd@live.gov,1976-01-30,34639,Female,White,Unknown,Divorced,272.4
F2363814L,Jim,Rollman,Ro@gmail.com,1988-02-05,32087,Female,White,,Divorced,272.4
T9364319D,Bria,Holyfield,HoB@gmail.com,1975-03-18,33134,Female,White,Christian,Married-civ-spouse,272.4
F9296625U,Phoebe,Spirko,SpirPhoeb@hotmail.co.uk,1970-10-24,33909,Male,White,Congregational,Married-civ-spouse,250.00
T2602500A,Bridgette,Jefferies,JeffBri@outlook.gov,1994-04-22,33711,Female,White,Baptist,Never-married,250.00
T5865170B,Aleah,Scarbro,ScAlea@live.com,1987-10-08,33411,Male,White,Unknown,Married-civ-spouse,311
T1187580G,Jamison,Mckelvin,MckelJamison@hotmail.gov,1990-01-15,34105,Male,White,Unknown,Never-married,244.9
T1099984G,Tyrone,Verbit,VerbTyron@outlook.com,1985-07-08,34470,Male,White,Unknown,Never-married,250.00
F4476465L,Bianca,Schriver,SchBianc@live.com,1994-09-08,33511,Female,White,Nonreligious,Never-married,401.9
F4753480K,Haleigh,Underkofler,UndHalei@outlook.gov,1975-11-01,33597,Male,Black,Unknown,Never-married,272.4
G4292441P,Beth,Rowcliffe,Rowcliff@live.co.uk,1987-04-12,32963,Male,Other,Methodist,Never-married,244.9
T5556259H,Roy,Abron,Abr@outlook.gov,1956-03-04,34471,Male,White,Unknown,Married-civ-spouse,V58.69
S1451636J,Constance,Leri,LeConstanc@gmail.com,1944-01-24,33905,Male,White,,Married-civ-spouse,V70.0
S1060261J,Jaime,Fure,F@outlook.com,1975-12-17,34219,Male,White,Christian,Married-civ-spouse,401.9
G8066372L,Trent,Boahn,BTrent@gmail.com,1997-12-15,32561,Female,White,Other,Never-married,530.81
T1644463D,Renee,Ramu,RamRene@live.gov,1991-02-20,34945,Male,White,Christian,Never-married,311
G9667172P,Charles,Yoders,YCharle@gmail.com,1992-08-27,33972,Male,White,Roman Catholic,Never-married,244.9
S4346935E,Lukas,Auster,AusteLu@gmail.com,1957-07-19,32303,Male,White,Unknown,Married-civ-spouse,401.9
G6848441M,Janie,Lattimore,Janie@gmail.co.uk,1999-11-05,32408,Male,White,Nonreligious,Never-married,250.00
F0181258X,Tess,Luquette,LuquTe@hotmail.co.uk,1957-08-06,33647,Male,White,Unknown,Married-civ-spouse,272.4
T2018569D,Maira,Langi,LangMa@live.gov,1947-10-28,33469,Male,White,Roman Catholic,Never-married,272.4
S1304662Z,Warren,Corfman,CorfmWar@gmail.com,1991-01-04,33301,Male,White,,Married-civ-spouse,250.00
S0322308F,Hope,Ehresman,EHop@outlook.co.uk,1966-09-22,33905,Male,White,,Married-civ-spouse,244.9
T1182134J,Jaime,Carlill,CarlillJaime@outlook.co.uk,1987-06-29,34653,Female,White,Unknown,Separated,427.31
G2487125T,Tania,Dildine,DildinTani@live.co.uk,1973-03-12,33411,Male,White,Other,Married-civ-spouse,311
T6546572H,Kasey,Mcneilly,McneillK@outlook.com,1987-07-27,32577,Female,White,Baptist,Never-married,401.9
G2366464W,Evan,Stooksbury,StoEva@live.com,1987-10-13,34113,Male,Black,Christian,Divorced,272.4
T0381445I,Devante,Immerman,ImmeDevante@hotmail.com,1984-05-07,33801,Male,White,Protestant,Married-civ-spouse,530.81
G8830290R,Alfonso,Beerling,BeerliAlf@outlook.com,1999-05-07,32119,Male,White,Unknown,Never-married,272.4
S7333280Z,Amanda,Aronstein,AronsAman@hotmail.co.uk,1966-01-29,32405,Male,White,Christian,Married-civ-spouse,250.00
T0047022H,Kierra,Mochizuki,MochiKi@hotmail.co.uk,1973-06-21,33133,Male,White,Unknown,Married-civ-spouse,401.9
S2186496Z,Madelyn,Yovanovich,Made@gmail.com,1975-06-21,32218,Female,White,Unknown,Never-married,V58.69
F9314283R,Alena,Germershausen,GeAle@outlook.gov,1984-11-23,33436,Female,White,,Married-civ-spouse,401.9
T5786963A,Elisabeth,Frenger,FrengeEl@gmail.co.uk,1962-10-28,33603,Female,White,,Never-married,401.1
F2139069X,Martha,Gerstenkorn,GerstenkMartha@hotmail.co.uk,1951-04-06,32765,Male,White,Unknown,Married-civ-spouse,311
F6420328L,Frank,Boelsche,BoelsF@outlook.co.uk,1998-05-01,34949,Female,Other,Nonreligious,Never-married,311
T5456879G,Tiffani,Ladabouche,Tif@gmail.co.uk,1946-04-30,32448,Male,White,,Married-civ-spouse,311
G1038522U,Kristal,Whittum,Krist@hotmail.gov,1963-06-09,34433,Male,White,Unknown,Married-civ-spouse,401.9
F8264301W,Gwendolyn,Stinehour,StGwendolyn@live.gov,1979-02-08,32526,Male,White,Unknown,Married-civ-spouse,250.00
F0160233X,Martina,Kendrick,KendMartin@live.gov,1995-11-15,32828,Male,White,,Never-married,401.9
F3361343K,Preston,Lievens,LiP@hotmail.com,1996-09-17,32174,Male,White,Protestant,Never-married,401.1
G2278367W,Chelsie,Mederios,Chelsi@outlook.co.uk,1969-12-28,33435,Male,White,Unknown,Divorced,530.81
F5489069U,Breanne,Crabbs,CrabbBre@hotmail.gov,1990-11-23,33064,Male,White,Unknown,Married-civ-spouse,401.9
G4596738R,Crystal,Libre,Cryst@outlook.gov,1985-02-06,33139,Male,White,Nonreligious,Never-married,401.9
S0100328C,Yasmin,Loats,LoaYa@live.com,1971-08-03,33948,Male,White,Unknown,Married-civ-spouse,V70.0
G5206326N,Ellie,Garf,G@outlook.com,1981-11-28,33612,Female,White,,Separated,250.00
S6555411I,Russell,Cravenho,CRusse@hotmail.co.uk,1961-08-25,32724,Male,White,Roman Catholic,Married-civ-spouse,401.9
S5572449J,Tatum,Derivan,DeTa@gmail.co.uk,1967-11-12,33914,Male,White,,Married-civ-spouse,427.31
S3972331Z,Bo,Whelihan,WhB@live.co.uk,1983-04-11,32608,Male,Asian,Unknown,Never-married,244.9
G4024255N,Aleah,Fiumara,Fiumara@hotmail.gov,1986-01-08,33145,Male,White,Christian,Never-married,244.9
G7562197M,Tyquan,Canion,CanioTy@live.com,1997-12-01,32669,Male,White,Nonreligious,Never-married,250.00
T4417589D,Braydon,Biller,BBraydo@gmail.com,1968-05-14,33480,Male,White,,Married-civ-spouse,244.9
G4127876P,Dane,Parmely,Dane@outlook.gov,1975-01-04,33312,Male,White,Unknown,Divorced,272.4
G2209081W,Caroline,Rinker,RinkCa@live.co.uk,1987-04-22,33947,Male,White,Unknown,Married-civ-spouse,244.9
G1047288K,Caden,Boody,@outlook.com,1969-02-15,34285,Male,White,Christian,Married-civ-spouse,401.9
T3995652G,Brea,Perches,Pe@hotmail.gov,1963-12-02,33647,Male,Black,,Married-civ-spouse,401.1
G5237448X,Jamal,Beedham,Jamal@gmail.com,1997-11-20,32907,Female,White,,Never-married,V70.0
T4084066D,Darcy,Hermanson,Darc@hotmail.co.uk,1945-03-09,33596,Female,White,Roman Catholic,Divorced,244.9
S4270542Z,Skylar,Lantaff,LSkyla@outlook.co.uk,1987-10-15,32835,Female,White,Unknown,Never-married,V58.69
G7947351X,Cordell,Knoerzer,KnoeCord@outlook.gov,1973-10-23,32066,Male,White,Unknown,Married-civ-spouse,401.1
S1392153I,Berenice,Griego,GrieBereni@hotmail.com,1993-01-15,33801,Female,White,Unknown,Never-married,272.4
G2575773N,Juliana,Feinstein,FeiJuli@hotmail.com,1964-09-09,33825,Female,White,Methodist,Divorced,250.00
T7681021D,Cole,Graetz,GCo@gmail.com,1960-01-12,33771,Male,White,Unknown,Married-civ-spouse,V58.69
S5331713H,Dejuan,Fairweather,FairDejuan@hotmail.com,1988-04-12,32216,Male,White,,Never-married,250.00
S7868851C,Robbie,Seiler,S@outlook.co.uk,1972-05-08,32773,Male,White,Nonreligious,Married-civ-spouse,311
T4246035D,Lyndsey,Brola,BroL@gmail.co.uk,1979-11-17,32055,Female,White,Roman Catholic,Never-married,401.1
G3924096M,Cordell,Bolig,BoligCo@gmail.co.uk,1986-10-08,32817,Male,White,Unknown,Married-civ-spouse,272.4
S3052336I,Randolph,Nehring,Ran@live.co.uk,1985-07-03,32308,Male,White,,Married-civ-spouse,401.9
G0176051M,Carson,Bleakley,BlCa@outlook.co.uk,1996-01-03,33611,Female,White,Unknown,Never-married,272.4
G8904684W,Jaime,Illian,IlliJa@outlook.co.uk,1952-03-20,33618,Male,White,Unknown,Married-civ-spouse,401.9
T2067813E,Benny,Bovian,Bo@gmail.com,1971-07-08,33147,Male,White,,Married-civ-spouse,244.9
F7373997R,Bobbie,Metsker,MetBob@gmail.com,1976-01-30,32169,Male,White,Nonreligious,Never-married,401.9
T9530846E,Stephen,Vorholt,VorSteph@live.com,1997-08-30,32258,Male,White,Unknown,Never-married,427.31
F4884112X,Tre,Sul,@live.com,1962-01-30,32566,Male,White,Roman Catholic,Divorced,401.9
T1384462C,Jennifer,Shamsi,ShamsiJe@hotmail.gov,1955-09-13,33458,Male,Asian,,Married-civ-spouse,244.9
G6886233R,Tiara,Derwin,DerwinTiara@live.gov,1998-03-05,32805,Female,White,Nonreligious,Never-married,401.1
T3446730G,Asher,Joerling,JAsher@live.co.uk,1954-03-09,33437,Male,White,Nonreligious,Married-civ-spouse,250.00
G6390185R,Jacob,Daste,DaJa@gmail.com,1983-04-19,33776,Male,White,Nonreligious,Never-married,311
G7401203P,Patrice,Lafferty,LaffePatric@hotmail.com,1965-06-02,34232,Female,Black,Unknown,Separated,250.00
F1141112Q,Kendall,Echeverria,EKendal@live.com,1962-11-30,32814,Male,White,Unknown,Married-civ-spouse,530.81
S3681146C,Katy,Laris,LK@gmail.com,1992-12-26,32433,Male,White,Unknown,Married-civ-spouse,272.4
G7167385P,Allen,Navin,NavAllen@hotmail.gov,1962-06-02,33193,Female,White,Unknown,Divorced,401.1
F6792833N,Karl,Schabes,Karl@outlook.gov,1974-03-08,33027,Male,White,,Married-civ-spouse,V58.69
G0728438K,Damion,Magowan,MaDamion@hotmail.co.uk,1965-07-23,33432,Male,White,,Widowed,244.9
F4688183N,Bianca,Hillegass,HillegassBi@gmail.com,1975-01-28,32780,Female,Black,,Married-civ-spouse,272.4
G8890863P,Tristan,Mccandles,MccandlTr@outlook.com,1969-04-06,34266,Male,White,Lutheran,Separated,V58.69
F0273614N,Darrion,Hollering,HolleringDar@gmail.com,1985-06-06,33412,Female,White,Nonreligious,Divorced,401.9
S1767474I,Lucero,Getler,GetleLucero@gmail.co.uk,1995-03-25,32258,Male,Black,,Never-married,250.00
T6992973G,Perry,Guyott,GuyPerr@hotmail.gov,1964-06-23,33186,Female,White,Unknown,Divorced,401.1
S3530403G,Darcy,Chiaramonte,Dar@gmail.com,1996-11-30,33173,Female,White,Unknown,Never-married,272.4
T4418735C,Suzanne,Cherpak,CherSuzanne@live.com,1998-07-05,33144,Female,White,Unknown,Never-married,401.9
S5068044D,Lester,Beno,BL@outlook.com,1958-05-30,33410,Female,Asian,,Married-civ-spouse,250.00
G8916512K,Broderick,Betancur,BBrod@live.co.uk,1993-12-24,33704,Female,White,Unknown,Never-married,V70.0
S4316435Z,Alan,Wentz,WeAlan@hotmail.co.uk,1995-09-10,32025,Female,White,Nonreligious,Never-married,250.00
G2601889R,Malcolm,Kettell,KettellMalco@gmail.co.uk,1973-10-27,32259,Male,White,Jewish,Married-civ-spouse,250.00
S9167896I,Anton,Denn,DennAnto@live.com,1963-07-11,34747,Male,White,,Divorced,530.81
S6491821D,Junior,Vasile,Vasile@live.gov,1998-04-13,32750,Female,White,,Married-civ-spouse,250.00
T1011009B,Felicia,Mondor,MoFelici@live.com,1972-08-19,32804,Male,White,Agnostic,Married-civ-spouse,V58.69
G6533420T,Brandon,Stuessy,Brandon@outlook.gov,1985-01-18,32118,Male,White,,Never-married,272.4
F1469242T,Eunice,Dedek,DedeEu@gmail.com,1968-09-16,34957,Male,White,,Married-civ-spouse,V70.0
T3344367F,Tyesha,Betzig,BetTyesha@outlook.gov,1961-09-23,32060,Female,White,Unknown,Divorced,401.9
G4591528W,Hector,Meloche,MHe@gmail.com,1992-04-20,34698,Female,Black,Baptist,Never-married,272.4
F9177087M,Lea,Malotte,MaloL@gmail.co.uk,1975-09-02,32209,Male,White,Nonreligious,Married-civ-spouse,401.9
S6979375D,Salina,Curci,CurciS@gmail.co.uk,1981-04-15,34956,Male,White,,Married-civ-spouse,272.4
G7926455P,Mario,Harbert,HarbMar@gmail.com,1969-01-09,33881,Female,White,,Divorced,401.9
G3634602R,Gabriela,Ashbourne,AshboGab@hotmail.com,1962-09-13,33496,Male,White,Unknown,Married-civ-spouse,272.4
S2469526C,Ayla,Drahota,D@outlook.co.uk,1976-05-21,34491,Male,White,,Separated,401.1
F1925110K,Albert,Azulay,AAlbe@hotmail.com,1960-12-11,32217,Female,White,Unknown,Divorced,401.9
G0927580X,Yesenia,Oshita,OsYes@live.co.uk,1993-07-07,32250,Male,White,,Never-married,250.00
T0156462E,Wade,Devera,De@live.co.uk,1982-09-07,34654,Male,White,Unknown,Married-civ-spouse,401.1
F4943672Q,Desmond,Lasik,LasikDesm@outlook.com,1989-04-27,33434,Male,Black,,Never-married,272.4
S0469627A,Nadine,Bazelais,@live.co.uk,1984-10-10,33431,Male,White,Nonreligious,Never-married,272.4
S5844207J,Cruz,Nichois,NichC@outlook.com,1944-09-04,32159,Male,White,Nonreligious,Married-civ-spouse,V70.0
G6711295N,Lloyd,Mattocks,MLloy@gmail.com,1973-12-20,32211,Male,White,Unknown,Married-civ-spouse,401.9
F6162281X,Cheyenne,Haakenstad,HaakensCh@outlook.co.uk,1984-08-16,32825,Female,Black,,Divorced,V58.69
G4505022W,Mohammad,Greiber,GreMoham@gmail.com,1963-12-10,32256,Male,White,,Separated,272.4
T0621139I,Leila,Kofoid,KoLei@live.com,1998-09-19,33913,Male,White,Protestant,Never-married,250.00
F4244740N,Kristian,Hinish,HKrist@gmail.com,1978-07-31,34957,Male,Black,Unknown,Widowed,427.31
G5002463Q,Infant,Mangan,ManganI@gmail.com,1975-01-03,33944,Female,Black,Unknown,Divorced,250.00
S7276526E,Dara,Olejniczak,OlejniczaDara@outlook.com,1987-01-02,34238,Male,White,Unknown,Never-married,272.4
G1078617R,Tyron,Vanson,Van@hotmail.com,1946-09-05,32164,Male,White,,Married-civ-spouse,401.1
S3172233J,Kailee,Carlo,CaKail@gmail.co.uk,1970-11-17,32962,Female,White,Unknown,Widowed,V70.0
G3416942W,Ellis,Buttitta,Ell@gmail.com,1969-09-06,34952,Female,White,Unknown,Married-civ-spouse,V58.69
F3196032X,Alan,Buckey,BuckeyA@outlook.com,1960-09-29,34238,Female,White,,Married-civ-spouse,272.4
F6762676K,Fiona,Mcnealey,McnealFion@gmail.com,1988-01-10,33914,Male,Black,Nonreligious,Married-civ-spouse,401.9
T6651540J,Emilie,Mcnorton,Mcnorto@live.co.uk,1961-09-29,32776,Male,White,Methodist,Married-civ-spouse,401.9
F5777042L,Timmy,Wethje,WeTimm@live.co.uk,1966-08-10,33543,Male,White,Roman Catholic,Married-spouse-absent,401.9
T8043037Z,Tevin,Tamlin,TTe@hotmail.gov,1969-07-23,33444,Female,White,Presbyterian,Divorced,272.4
G4674802Q,Eli,Druck,Druck@hotmail.co.uk,1974-09-03,33827,Male,White,Roman Catholic,Married-civ-spouse,427.31
G5312689T,Celia,Kendzior,KendzioC@outlook.gov,1994-10-10,33618,Male,White,,Never-married,272.4
F4422795U,Anne,Mcinnes,MciAn@live.co.uk,1974-08-11,32828,Male,White,Unknown,Married-civ-spouse,V70.0
S9736831G,Jeffrey,Pitfield,PJeffr@live.com,1974-11-04,33140,Female,Asian,,Divorced,272.4
S9065952I,Devante,Tanzer,TaDevante@outlook.co.uk,1970-12-25,34105,Female,White,Unknown,Divorced,427.31
T0874354A,Brenden,Tafuri,TafuriB@gmail.com,1971-03-20,32034,Male,Black,Other,Married-civ-spouse,244.9
S3246860H,Khalid,Grannis,GranK@gmail.com,1961-10-09,33914,Male,Asian,,Married-civ-spouse,V70.0
F3268820U,Orion,Canniff,CaOrio@hotmail.gov,1959-07-13,34221,Male,White,Jehovah's Witness,Married-civ-spouse,272.4
S0887383F,Agustin,Crotts,Cr@hotmail.com,1991-09-27,33444,Male,White,,Never-married,272.4
G8619225W,Candace,Bertsche,Ber@outlook.com,1973-02-01,34984,Male,White,Unknown,Married-civ-spouse,250.00
F3435544N,Duane,Pyrdum,PyrdDua@gmail.co.uk,1982-04-03,34135,Male,White,,Divorced,V70.0
T0230433C,Rylee,Culbreth,CulRyle@hotmail.co.uk,1989-09-15,32808,Female,White,Unknown,Divorced,V70.0
S5779963C,Donte,Karban,KarbanDon@live.gov,1991-03-01,33033,Female,White,Nonreligious,Never-married,401.9
T6624752Z,Scarlett,Boldrin,BoldrScarl@outlook.com,1979-09-14,34471,Female,White,Nonreligious,Never-married,401.9
S6797026H,Tevin,Dekle,DekleT@gmail.com,1968-03-19,34996,Male,White,,Divorced,401.9
T4602044H,Lacy,Tridenti,TrLa@outlook.gov,1978-05-09,33614,Male,White,Other,Married-civ-spouse,401.9
S3230253Z,Kia,Kevan,KevanKia@hotmail.co.uk,1999-04-05,33759,Male,White,,Never-married,401.1
G5515909L,Derek,Richrdson,Rich@outlook.co.uk,1946-02-17,33870,Male,White,Roman Catholic,Married-civ-spouse,V58.69
F0810159X,Jacklyn,Yeargan,YeargaJ@gmail.com,1979-04-20,32221,Female,White,Unknown,Divorced,401.9
F7994327N,Devyn,Lufsey,LufseDev@hotmail.gov,1971-09-08,33463,Male,White,Unknown,Married-civ-spouse,401.1
F4361340P,Bennett,Flotow,FlotBen@outlook.com,1960-03-10,33756,Male,White,Baptist,Married-civ-spouse,401.9
T3145702E,Irene,Goligoski,GI@gmail.com,1952-08-12,33755,Male,White,Unknown,Married-civ-spouse,V58.69
T6095270A,Duane,Getson,GetsonDu@live.gov,1981-12-22,33573,Female,White,Unknown,Divorced,401.9
F8809832M,Kalie,Mccarry,MccarryKal@gmail.co.uk,1993-02-22,32401,Male,White,Unknown,Never-married,272.4
S3389411B,Alison,Steckel,SAli@gmail.com,1974-10-11,33173,Male,White,,Married-civ-spouse,V70.0
S4720069E,Tiara,Osburn,OTia@hotmail.gov,1993-05-27,33785,Male,White,Unknown,Never-married,V70.0
S7873884G,Jaqueline,Peckens,PeckeJa@gmail.co.uk,1990-02-23,32046,Male,White,,Never-married,311
S4452208Z,Ashleigh,Vilello,VilellA@live.com,1960-10-29,34135,Male,White,Unknown,Married-civ-spouse,427.31
S8986099G,Tammy,Frohock,FrohoTammy@hotmail.com,1975-11-12,33157,Male,White,Episcopalian,Married-civ-spouse,401.1
G8366848L,Jess,Mcdaniels,McdanielJ@gmail.com,1969-12-13,32205,Male,White,,Married-civ-spouse,427.31
F3375019Q,Jodi,Zelenski,ZelenJod@outlook.co.uk,1995-03-08,33570,Male,White,,Never-married,250.00
G6879947M,Janelle,Rotramel,Janelle@gmail.co.uk,1987-09-30,32141,Male,Black,Nonreligious,Never-married,401.9
F5170145M,Ashleigh,Chenail,ChenAshle@outlook.com,1984-02-10,33409,Male,White,Unknown,Married-spouse-absent,311
S5931507B,Tristan,Barret,Tristan@hotmail.com,1944-01-08,33129,Female,Black,Unknown,Widowed,427.31
G8563830X,Maura,Pankey,PankeyMau@hotmail.co.uk,1947-04-03,33982,Male,White,Unknown,Married-civ-spouse,250.00
F3416214W,Willie,Lais,LaWillie@live.co.uk,1997-04-12,32778,Male,White,Unknown,Never-married,244.9
F4797442U,Arlene,Ficks,FArlen@live.co.uk,1991-04-22,34471,Male,White,Unknown,Never-married,250.00
G7790331M,Rhett,Mcnickle,Mc@gmail.com,1960-09-26,33167,Male,White,Unknown,Married-civ-spouse,250.00
G9865098U,Dalton,Pullan,Pu@outlook.co.uk,1974-01-01,34785,Female,White,Other,Never-married,272.4
G9933558X,Preston,Vertrees,Ver@live.com,1958-02-04,33463,Female,White,Unknown,Divorced,V70.0
T5571567Z,Tammy,Ginnetti,T@live.com,1992-11-27,33913,Male,White,Christian,Never-married,401.9
T6338964A,David,Ramsdale,RamsdalDa@outlook.co.uk,1975-12-30,34135,Female,White,Christian,Married-civ-spouse,427.31
F6737842M,Stephany,Lietzke,LS@live.com,1976-05-10,34761,Male,White,Unknown,Married-civ-spouse,250.00
S3557808J,Eliezer,Dousay,DoE@gmail.com,1979-05-09,33418,Male,White,Nonreligious,Married-civ-spouse,272.4
G4790856Q,Vincent,Slominski,SlomVincent@live.com,1991-03-19,33773,Female,White,Unknown,Divorced,272.4
S0761901D,Bobby,Kottre,KottrBob@live.gov,1973-07-21,33169,Female,Asian,Unknown,Married-civ-spouse,250.00
F5548700Q,McKenna,Prestidge,PrMcKenn@gmail.co.uk,1980-01-09,32065,Male,White,,Never-married,V70.0
T6606861G,Nathalie,Storino,StNathal@outlook.com,1975-09-02,32837,Male,White,Unknown,Married-civ-spouse,272.4
T3512978B,McKayla,Depsky,DeMcK@gmail.co.uk,1985-02-24,33993,Female,White,,Never-married,311
G3390449P,Brandt,Eicke,B@hotmail.com,1994-07-01,34287,Female,White,,Never-married,250.00
F8870942W,Kelcie,Doughman,Doughma@hotmail.com,1980-07-27,34972,Male,White,Christian,Married-civ-spouse,530.81
S5506090H,Melisa,Humerick,HumeriMe@outlook.gov,1974-08-17,32822,Male,White,Unknown,Married-civ-spouse,401.9
G2686175Q,Christine,Vanorsouw,VanChrist@live.com,1987-01-02,32351,Male,White,Baptist,Married-civ-spouse,401.9
S4959343J,Najee,Salser,N@live.com,1991-06-17,32609,Female,White,,Never-married,427.31
F0605789Q,Shauna,Ueckert,Shau@gmail.com,1993-11-01,32246,Male,White,Christian,Never-married,272.4
G0181732U,Trisha,Sarcinella,SarcinelT@live.co.uk,1982-09-09,34683,Female,Black,Roman Catholic,Separated,427.31
S7441771Z,Travon,Cloonan,T@outlook.gov,1989-10-18,34292,Male,White,Unknown,Married-civ-spouse,V70.0
T8930259E,Chloe,Jana,JaChloe@gmail.com,1984-04-03,33027,Male,Black,,Married-civ-spouse,V70.0
F4176535Q,Ross,Frieling,FrielinR@live.gov,1983-09-20,34286,Male,White,Agnostic,Married-spouse-absent,272.4
T4540831J,Shay,Mcmeen,McmeenShay@gmail.com,1978-09-28,32839,Female,White,Unknown,Divorced,401.9
S3543716I,Marquez,Pollica,PolMarq@live.gov,1995-06-09,32766,Male,White,Unknown,Never-married,272.4
T8713502J,Carlie,Lemans,LCarli@gmail.com,1977-04-11,34688,Male,White,Unknown,Married-civ-spouse,401.9
S1671825D,Gerardo,Carnoske,CarnoskeGerardo@live.com,1966-08-27,33765,Male,White,Unknown,Married-civ-spouse,311
G9978637W,Alissa,Beil,Alissa@live.co.uk,1984-09-27,32301,Male,White,,Never-married,V58.69
T8958045E,Barbara,Lazalde,LB@outlook.co.uk,1976-06-15,32819,Male,White,Unknown,Married-civ-spouse,401.9
F6801756N,Jillian,Bouy,J@hotmail.gov,1958-07-02,32836,Male,White,Methodist,Married-civ-spouse,401.9
S8156420E,Carrie,Bastress,BaCarri@hotmail.com,1996-08-04,33172,Female,White,Nonreligious,Never-married,427.31
T8401886D,Milton,Ohaver,OhaverM@gmail.co.uk,1953-05-31,32403,Female,White,Unknown,Divorced,401.9
G1448152N,Kelby,Eliason,EliasK@gmail.com,1960-12-05,34689,Male,White,Nonreligious,Married-civ-spouse,250.00
